mortgage,mileage,year,area_of_use,vehicle_condition,ad_date,lr_fender_status,fuel_tank,lf_fender_status,front_bumper_status,inspection,luggage_volume,confiscation,Brand,drive_type,rf_door_status,Model,fuel_consumption,rr_door_status,series,paint_replaced,engine_capacity,trade_in,transmission,location_1,brand,hood_status,color,body_type,rf_fender_status,top_speed,cylinder,model,Year,rear_bumper_status,acceleration_0_100,valve,fuel_type,max_torque,seller_type,ad_id,location_2,Transmission,engine_power,rr_fender_status,gear,currency_date,ad_price
,268.000 km,2004,,İkinci El,15 Aralık 2024,,63 lt,,,,,,,Önden Çekiş,,,Unspecified,,156,1 boyalı,1598 cc,Unspecified,Düz,Karapürçek Mh. Altındağ,Alfa Romeo,,Füme,Sedan,,,,1.6 TS Distinctive,,,,,LPG & Benzin,,Sahibinden,27350483,Ankara,,120 hp,,,,290.000 TL
,272.000 km,2006,,İkinci El,15 Aralık 2024,,63 lt,,,,,,,Önden Çekiş,,,Unspecified,,156,Tamamı boyalı,1598 cc,Takasa Uygun,Düz,Yaşamkent Mh. Merkez,Alfa Romeo,,Siyah,Sedan,,,,1.6 TS Distinctive,,,,,LPG & Benzin,,Sahibinden,26729973,Bolu,,120 hp,,,,390.000 TL
,83.000 km,2012,,İkinci El,15 Aralık 2024,,45 lt,,,,,,,Önden Çekiş,,,Unspecified,,MiTo,Tamamı orjinal,1368 cc,Takasa Uygun,Otomatik,Bahçelievler Mh. Manavgat,Alfa Romeo,,Beyaz,Hatchback/3,,,,1.4 T MultiAir Sportivo,,,,,Benzin,,Galeriden,27223818,Antalya,,135 hp,,,,719.000 TL
,332.000 km,1999,,İkinci El,15 Aralık 2024,,63 lt,,,,,,,Önden Çekiş,,,Unspecified,,156,2 değişen,2492 cc,Takasa Uygun Değil,Düz,Atatürk Mh. Tire,Alfa Romeo,,Siyah,Sedan,,,,2.5,,,,,LPG & Benzin,,Galeriden,26527062,İzmir,,190 hp,,,,230.000 TL
,156.000 km,2015,,İkinci El,14 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,Giulietta,3 boyalı,1598 cc,Takasa Uygun,Düz,Mimaroba Mh. Büyükçekmece,Alfa Romeo,,Beyaz,Hatchback/5,,,,1.6 JTD Progression Plus,,,,,Dizel,,Sahibinden,27347271,İstanbul,,105 hp,,,,720.000 TL
,330.000 km,2004,,İkinci El,14 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,147,Belirtilmemiş,1598 cc,Takasa Uygun,Düz,Merkez Nizip,Alfa Romeo,,Kırmızı,Hatchback/5,,,,1.6 TS Progression,,,,,LPG & Benzin,,Galeriden,27341977,Gaziantep,,120 hp,,,,310.000 TL
,350.000 km,2004,,İkinci El,13 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,147,Belirtilmemiş,1598 cc,Unspecified,Düz,Hankendi Köyü (Özgürler Mh.) Merkez,Alfa Romeo,,Kırmızı,Hatchback/3,,,,1.6 TS Distinctive,,,,,LPG & Benzin,,Sahibinden,27314148,Elazığ,,120 hp,,,,330.000 TL
,125.000 km,2015,,İkinci El,13 Aralık 2024,,Unspecified,,,,,,,Önden Çekiş,,,Unspecified,,Giulietta,2 boyalı,1401 - 1600 cm3,Takasa Uygun,Otomatik,Gülük Mh. Melikgazi,Alfa Romeo,,Beyaz,Hatchback/5,,,,1.4 TB MultiAir Super TCT,,,,,Benzin,,Galeriden,27050633,Kayseri,,176 - 200 HP,,,,949.999 TL
,283.000 km,1997,,İkinci El,13 Aralık 2024,,51 lt,,,,,,,Önden Çekiş,,,Unspecified,,145,Belirtilmemiş,1596 cc,Unspecified,Düz,Hamidiye Mh. Çekmeköy,Alfa Romeo,,Yeşil,Hatchback/3,,,,1.6,,,,,Benzin,,Sahibinden,27333583,İstanbul,,103 hp,,,,260.000 TL
,107.500 km,2013,,İkinci El,13 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,Giulietta,"2 değişen, 2 boyalı",1598 cc,Unspecified,Düz,Bahçelievler Mh. Pendik,Alfa Romeo,,Beyaz,Hatchback/5,,,,1.6 JTD Distinctive,,,,,Dizel,,Sahibinden,27329161,İstanbul,,105 hp,,,,599.999 TL
,220.000 km,2005,,İkinci El,13 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,147,"1 değişen, 4 boyalı",1598 cc,Takasa Uygun Değil,Düz,Fevzi Çakmak Mh. Sincan,Alfa Romeo,,Gri,Hatchback/3,,,,1.6 TS Distinctive,,,,,LPG & Benzin,,Sahibinden,27328663,Ankara,,120 hp,,,,360.000 TL
,180.000 km,2008,,İkinci El,13 Aralık 2024,,Unspecified,,,,,,,Önden Çekiş,,,Unspecified,,159,"1 değişen, 11 boyalı",1801 - 2000 cm3,Takasa Uygun,Otomatik,Maslak Mh. Sarıyer,Alfa Romeo,,Siyah,Sedan,,,,1.9 JTD Distinctive,,,,,Dizel,,Galeriden,26223817,İstanbul,,126 - 150 HP,,,,700.000 TL
,169.500 km,2015,,İkinci El,13 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,Giulietta,4 boyalı,1368 cc,Takasa Uygun,Otomatik,Eyüp Sultan Mh. Sancaktepe,Alfa Romeo,,Beyaz,Hatchback/5,,,,1.4 TB MultiAir Distinctive,,,,,Benzin,,Galeriden,27195347,İstanbul,,170 hp,,,,709.000 TL
,53.000 km,2020,,İkinci El,13 Aralık 2024,,Unspecified,,,,,,,Önden Çekiş,,,Unspecified,,Giulietta,Tamamı orjinal,1401 - 1600 cm3,Takasa Uygun Değil,Otomatik,Merkez Serik,Alfa Romeo,,Gri,Hatchback/5,,,,1.6 JTD TI,,,,,Dizel,,Galeriden,27195265,Antalya,,101 - 125 HP,,,,1.179.750 TL
,240.000 km,2011,,İkinci El,12 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,Giulietta,"1 değişen, 5 boyalı",1368 cc,Takasa Uygun,Düz,Karaağaç Mh. Arsuz,Alfa Romeo,,Gri,Hatchback/5,,,,1.4 TB MultiAir Distinctive,,,,,Benzin,,Galeriden,27332216,Hatay,,170 hp,,,,623.500 TL
,140.000 km,2017,,İkinci El,12 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,Giulietta,Tamamı orjinal,1598 cc,Unspecified,Otomatik,Acıbadem Mh. Üsküdar,Alfa Romeo,,Kırmızı,Hatchback/5,,,,1.6 JTD Super TCT,,,,,Dizel,,Sahibinden,27327037,İstanbul,,120 hp,,,,950.000 TL
,83.500 km,2004,,İkinci El,12 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,147,Tamamı orjinal,1598 cc,Takasa Uygun Değil,Düz,Gazipaşa Mh. Dikili,Alfa Romeo,,Siyah,Hatchback/5,,,,1.6 TS Distinctive,,,,,Benzin,,Sahibinden,27318505,İzmir,,120 hp,,,,440.800 TL
,121.000 km,2018,,İkinci El,12 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,Giulietta,Tamamı orjinal,1598 cc,Takasa Uygun Değil,Otomatik,23 Nisan Mh. Nilüfer,Alfa Romeo,,Beyaz,Hatchback/5,,,,1.6 JTD Progression,,,,,Dizel,,Galeriden,27182719,Bursa,,120 hp,,,,912.500 TL
,221.000 km,2011,,İkinci El,12 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,Giulietta,"1 değişen, 6 boyalı",1368 cc,Takasa Uygun Değil,Düz,Merkez Sancaktepe,Alfa Romeo,,Beyaz,Hatchback/5,,,,1.4 TB MultiAir Distinctive,,,,,Benzin,,Galeriden,27187914,İstanbul,,170 hp,,,,680.000 TL
,278.000 km,2004,,İkinci El,12 Aralık 2024,,Unspecified,,,,,,,Önden Çekiş,,,Unspecified,,156,Tamamı boyalı,1401 - 1600 cm3,Takasa Uygun Değil,Düz,Yeni Mh. Aliağa,Alfa Romeo,,Kırmızı,Sedan,,,,1.6 TS Distinctive,,,,,LPG & Benzin,,Galeriden,27186395,İzmir,,101 - 125 HP,,,,329.000 TL
,320.000 km,2011,,İkinci El,12 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,Giulietta,7 boyalı,1598 cc,Takasa Uygun Değil,Düz,Yeşiloba Mh. Seyhan,Alfa Romeo,,Beyaz,Hatchback/5,,,,1.6 JTD Distinctive,,,,,Dizel,,Galeriden,26800944,Adana,,105 hp,,,,565.000 TL
,174.000 km,2014,,İkinci El,12 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,Giulietta,4 boyalı,1598 cc,Takasa Uygun Değil,Düz,Maslak Mh. Sarıyer,Alfa Romeo,,Kırmızı,Hatchback/5,,,,1.6 JTD Distinctive,,,,,Dizel,,Galeriden,26214252,İstanbul,,105 hp,,,,740.000 TL
,243.000 km,2004,,İkinci El,11 Aralık 2024,,63 lt,,,,,,,Önden Çekiş,,,Unspecified,,156,Belirtilmemiş,1598 cc,Unspecified,Düz,Cebeci Mh. Sultangazi,Alfa Romeo,,Gri,Sedan,,,,1.6 TS Progression,,,,,LPG & Benzin,,Sahibinden,24116993,İstanbul,,120 hp,,,,275.000 TL
,112.000 km,2020,,İkinci El,11 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,Giulietta,Tamamı orjinal,1598 cc,Takasa Uygun,Otomatik,Çamlıca Mh. Yenimahalle,Alfa Romeo,,Gri (Gümüş),Hatchback/5,,,,1.6 JTDM-2 Sprint,,,,,Dizel,,Galeriden,27176073,Ankara,,120 hp,,,,1.049.900 TL
,55.500 km,2009,,İkinci El,10 Aralık 2024,,70 lt,,,,,,,Önden Çekiş,,,Unspecified,,159,2 boyalı,1796 cc,Takasa Uygun Değil,Düz,Merkez Gaziemir,Alfa Romeo,,Siyah,Sedan,,,,1.8 MPI Distinctive,,,,,Benzin,,Galeriden,26526892,İzmir,,140 hp,,,,700.000 TL
,252.000 km,2004,,İkinci El,09 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,147,2 değişen,1598 cc,Takasa Uygun Değil,Düz,Çınardere Mh. Pendik,Alfa Romeo,,Siyah,Hatchback/5,,,,1.6 TS Distinctive,,,,,LPG & Benzin,,Sahibinden,26693149,İstanbul,,120 hp,,,,350.000 TL
,108.800 km,2017,,İkinci El,09 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,Giulietta,1 boyalı,1598 cc,Takasa Uygun,Otomatik,Merkez Konyaaltı,Alfa Romeo,,Beyaz,Hatchback/5,,,,1.6 JTD Super TCT,,,,,Dizel,,Sahibinden,27288622,Antalya,,120 hp,,,,975.000 TL
,100.000 km,2002,,İkinci El,09 Aralık 2024,,50 lt,,,,,,,Önden Çekiş,,,Unspecified,,GTV,Tamamı orjinal,1970 cc,Takasa Uygun,Düz,Maslak Mh. Sarıyer,Alfa Romeo,,Lacivert,Coupe,,,,2.0 TS,,,,,LPG & Benzin,,Galeriden,26223800,İstanbul,,155 hp,,,,635.000 TL
,145.000 km,2016,,İkinci El,09 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,Giulietta,Tamamı orjinal,1598 cc,Takasa Uygun,Otomatik,Bahçelievler Mh. Çankaya,Alfa Romeo,,Beyaz,Hatchback/5,,,,1.6 JTD Progression,,,,,Dizel,,Galeriden,22107365,Ankara,,120 hp,,,,878.000 TL
,219.000 km,2008,,İkinci El,09 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,147,8 boyalı,1598 cc,Takasa Uygun Değil,Düz,İncirli Mh. Keçiören,Alfa Romeo,,Siyah,Hatchback/5,,,,1.6 TS Distinctive,,,,,Benzin,,Galeriden,27014603,Ankara,,120 hp,,,,339.900 TL
,100.000 km,2008,,İkinci El,08 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,147,"1 değişen, 3 boyalı",1598 cc,Unspecified,Düz,Bayramoğlu Mh. Darıca,Alfa Romeo,,Siyah,Hatchback/5,,,,1.6 TS Collezione,,,,,LPG & Benzin,,Sahibinden,27285219,Kocaeli,,120 hp,,,,360.000 TL
,175.000 km,2015,,İkinci El,08 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,Giulietta,"1 değişen, 6 boyalı",1598 cc,Takasa Uygun Değil,Düz,Soğukpınar Mh. Çekmeköy,Alfa Romeo,,Beyaz,Hatchback/5,,,,1.6 JTD Distinctive,,,,,Dizel,,Sahibinden,27280134,İstanbul,,105 hp,,,,660.000 TL
,169.000 km,2011,,İkinci El,07 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,Giulietta,Belirtilmemiş,1598 cc,Unspecified,Düz,Küçük Çiğli Mh. Çiğli,Alfa Romeo,,Beyaz,Hatchback/5,,,,1.6 JTD Distinctive,,,,,Dizel,,Sahibinden,27277969,İzmir,,105 hp,,,,600.000 TL
,236.000 km,2005,,İkinci El,07 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,147,Belirtilmemiş,1598 cc,Unspecified,Düz,Alacaatlı Mh. Çankaya,Alfa Romeo,,Gri,Hatchback/5,,,,1.6 TS Progression,,,,,LPG & Benzin,,Sahibinden,27277501,Ankara,,120 hp,,,,370.000 TL
,189.000 km,2002,,İkinci El,07 Aralık 2024,,72 lt,,,,,,,Önden Çekiş,,,Unspecified,,166,Belirtilmemiş,1970 cc,Unspecified,Düz,Ocaklar Mh. Şahinbey,Alfa Romeo,,Kırmızı,Sedan,,,,2.0 TS Executive,,,,,LPG & Benzin,,Sahibinden,27273324,Gaziantep,,150 hp,,,,320.000 TL
,220.000 km,2011,,İkinci El,07 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,Giulietta,Belirtilmemiş,1368 cc,Takasa Uygun,Düz,Kuzeykent Mh. Merkez,Alfa Romeo,,Beyaz,Hatchback/5,,,,1.4 TB Distinctive,,,,,Benzin,,Sahibinden,26648453,Kastamonu,,120 hp,,,,620.000 TL
,109.757 km,2012,,İkinci El,07 Aralık 2024,,45 lt,,,,,,,Önden Çekiş,,,Unspecified,,MiTo,"1 değişen, 3 boyalı",1368 cc,Takasa Uygun,Otomatik,Beyazevler Mh. Gaziemir,Alfa Romeo,,Beyaz,Hatchback/3,,,,1.4 T MultiAir Sportivo,,,,,Benzin,,Galeriden,26984836,İzmir,,135 hp,,,,720.000 TL
,282.000 km,2004,,İkinci El,07 Aralık 2024,,Unspecified,,,,,,,Önden Çekiş,,,Unspecified,,147,"5 değişen, 8 boyalı",1598 cc,Takasa Uygun Değil,Düz,Bağlarbaşı Mh. Maltepe,Alfa Romeo,,Gri,Hatchback/3,,,,1.6 TS Progression,,,,,Benzin,,Galeriden,25996960,İstanbul,,119 hp,,,,213.500 TL
,353.888 km,2001,,İkinci El,07 Aralık 2024,,63 lt,,,,,,,Önden Çekiş,,,Unspecified,,156,Belirtilmemiş,1598 cc,Takasa Uygun,Düz,Sungurlu Mh. Çarşamba,Alfa Romeo,,Siyah,Sedan,,,,1.6 TS,,,,,LPG & Benzin,,Galeriden,25217827,Samsun,,120 hp,,,,252.000 TL
,295.000 km,2006,,İkinci El,06 Aralık 2024,,63 lt,,,,,,,Önden Çekiş,,,Unspecified,,156,9 boyalı,1598 cc,Unspecified,Düz,Yeşilçam Mh. Bornova,Alfa Romeo,,Şampanya,Sedan,,,,1.6 TS Distinctive,,,,,LPG & Benzin,,Sahibinden,27251160,İzmir,,120 hp,,,,340.000 TL
,170.000 km,2008,,İkinci El,06 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,147,9 boyalı,1598 cc,Takasa Uygun,Düz,Cumhuriyet Mh. Düziçi,Alfa Romeo,,Gri (Gümüş),Hatchback/5,,,,1.6 TS Distinctive,,,,,LPG & Benzin,,Sahibinden,27260576,Osmaniye,,105 hp,,,,448.000 TL
,53.000 km,2015,,İkinci El,06 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,Giulietta,2 değişen,1368 cc,Takasa Uygun,Otomatik,Eyüp Sultan Mh. Sancaktepe,Alfa Romeo,,Kırmızı,Hatchback/5,,,,1.4 TB MultiAir Distinctive,,,,,Benzin,,Galeriden,26979303,İstanbul,,170 hp,,,,1.069.000 TL
,255.000 km,2014,,İkinci El,05 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,Giulietta,"2 değişen, 2 boyalı",1598 cc,Takasa Uygun,Düz,Elmalıkent Mh. Ümraniye,Alfa Romeo,,Beyaz,Hatchback/5,,,,1.6 JTD Progression Plus,,,,,Dizel,,Sahibinden,27253027,İstanbul,,105 hp,,,,560.000 TL
,180.000 km,2011,,İkinci El,05 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,Giulietta,1 değişen,1598 cc,Unspecified,Düz,Tepecik Mh. İzmit,Alfa Romeo,,Beyaz,Hatchback/5,,,,1.6 JTD Distinctive,,,,,Dizel,,Sahibinden,27240006,Kocaeli,,105 hp,,,,650.000 TL
,300.000 km,1998,,İkinci El,05 Aralık 2024,,51 lt,,,,,,,Önden Çekiş,,,Unspecified,,145,Tamamı boyalı,1351 cc,Takasa Uygun,Düz,Havuzlubahçe Mh. Seyhan,Alfa Romeo,,Kırmızı,Hatchback/3,,,,1.4,,,,,LPG & Benzin,,Sahibinden,27251354,Adana,,90 hp,,,,225.000 TL
,310.000 km,2004,,İkinci El,05 Aralık 2024,,Unspecified,,,,,,,Önden Çekiş,,,Unspecified,,156,2 boyalı,1401 - 1600 cm3,Takasa Uygun,Düz,Aşağısoku Mh. Merkez,Alfa Romeo,,Turkuaz,Sedan,,,,1.6 TS Distinctive,,,,,LPG & Benzin,,Galeriden,27122936,Bolu,,101 - 125 HP,,,,332.500 TL
,328.000 km,2012,,İkinci El,04 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,Giulietta,Belirtilmemiş,1598 cc,Unspecified,Düz,Aydıntepe Mh. Tuzla,Alfa Romeo,,Beyaz,Hatchback/5,,,,1.6 JTD Progression Plus,,,,,Dizel,,Sahibinden,27247021,İstanbul,,105 hp,,,,480.000 TL
,109.000 km,1990,,İkinci El,04 Aralık 2024,,50 lt,,,,,,,4WD (Sürekli),,,Unspecified,,33,Tamamı boyalı,1490 cc,-,Düz,Aşağı Yahyalar Mh. Yenimahalle,Alfa Romeo,,Beyaz,Hatchback/5,,,,1.5 Giardinetta,,,,,LPG & Benzin,,Sahibinden,25310522,Ankara,,94 hp,,,,665.000 TL
,450.000 km,2006,,İkinci El,03 Aralık 2024,,70 lt,,,,,,,Önden Çekiş,,,Unspecified,,159,Belirtilmemiş,1910 cc,Unspecified,Düz,Merkez Merkez,Alfa Romeo,,Siyah,Sedan,,,,1.9 JTD Progression,,,,,Dizel,,Sahibinden,27239347,Aksaray,,150 hp,,,,384.000 TL
,278.000 km,2012,,İkinci El,03 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,Giulietta,"3 değişen, 3 boyalı",1368 cc,Unspecified,Otomatik,Binkonutlar Mh. Selçuklu,Alfa Romeo,,Beyaz,Hatchback/5,,,,1.4 TB MultiAir Distinctive,,,,,Benzin,,Sahibinden,27238039,Konya,,170 hp,,,,550.000 TL
,323.000 km,2004,,İkinci El,02 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,147,12 boyalı,1598 cc,Unspecified,Düz,Örene Mh. Erciş,Alfa Romeo,,Mavi (metalik),Hatchback/5,,,,1.6 TS Distinctive,,,,,Benzin,,Sahibinden,27222641,Van,,105 hp,,,,350.000 TL
,83.000 km,2014,,İkinci El,02 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,Giulietta,Tamamı orjinal,1368 cc,-,Otomatik,Şirintepe Mh. Kağıthane,Alfa Romeo,,Beyaz,Hatchback/5,,,,1.4 TB MultiAir Distinctive,,,,,Benzin,,Sahibinden,27222675,İstanbul,,170 hp,,,,915.000 TL
,265.000 km,2000,,İkinci El,02 Aralık 2024,,63 lt,,,,,,,Önden Çekiş,,,Unspecified,,156,2 değişen,1970 cc,-,Düz,Sahil Mh. Beylikdüzü,Alfa Romeo,,Yeşil (metalik),Sedan,,,,2.0 TS,,,,,LPG & Benzin,,Sahibinden,27227415,İstanbul,,155 hp,,,,335.000 TL
,150.000 km,2014,,İkinci El,02 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,Giulietta,Tamamı orjinal,1598 cc,Takasa Uygun,Düz,Merkez Kumluca,Alfa Romeo,,Beyaz,Hatchback/5,,,,1.6 JTD Distinctive,,,,,Dizel,,Sahibinden,27216351,Antalya,,105 hp,,,,735.000 TL
,184.000 km,2012,,İkinci El,02 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,Giulietta,Belirtilmemiş,1368 cc,Unspecified,Otomatik,Mahmutbey Mh. Bağcılar,Alfa Romeo,,Beyaz,Hatchback/5,,,,1.4 TB MultiAir Distinctive,,,,,Benzin,,Sahibinden,26595637,İstanbul,,170 hp,,,,680.000 TL
,297.000 km,2012,,İkinci El,01 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,Giulietta,4 boyalı,1598 cc,Takasa Uygun Değil,Düz,Görükle Mh. Nilüfer,Alfa Romeo,,Kırmızı,Hatchback/5,,,,1.6 JTD Distinctive,,,,,Dizel,,Sahibinden,27221287,Bursa,,105 hp,,,,500.000 TL
,273.000 km,2004,,İkinci El,01 Aralık 2024,,63 lt,,,,,,,Önden Çekiş,,,Unspecified,,156,3 boyalı,1598 cc,Takasa Uygun Değil,Düz,Hamidiye Mh. Edremit,Alfa Romeo,,Füme,Sedan,,,,1.6 TS Distinctive,,,,,LPG & Benzin,,Sahibinden,26595630,Balıkesir,,120 hp,,,,310.000 TL
,288.000 km,2004,,İkinci El,01 Aralık 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,147,3 boyalı,1598 cc,Takasa Uygun,Düz,Gömü Köyü Amasra,Alfa Romeo,,Yeşil,Hatchback/3,,,,1.6 TS Distinctive,,,,,LPG & Benzin,,Sahibinden,26590024,Bartın,,120 hp,,,,300.000 TL
,295.000 km,2004,,İkinci El,30 Kasım 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,147,Tamamı boyalı,1598 cc,Unspecified,Düz,Tepecik Mh. İzmit,Alfa Romeo,,Siyah,Hatchback/5,,,,1.6 TS Progression,,,,,LPG & Benzin,,Sahibinden,27201767,Kocaeli,,120 hp,,,,310.000 TL
,280.000 km,2000,,İkinci El,30 Kasım 2024,,63 lt,,,,,,,Önden Çekiş,,,Unspecified,,156,Belirtilmemiş,1970 cc,Takasa Uygun,Düz,Egemenlik Mh. Bornova,Alfa Romeo,,Lacivert,Sedan,,,,2.0 TS,,,,,LPG & Benzin,,Galeriden,27069786,İzmir,,155 hp,,,,275.000 TL
,260.000 km,2004,,İkinci El,29 Kasım 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,147,"2 değişen, 9 boyalı",1598 cc,Takasa Uygun,Düz,Köşklü Çeşme Mh. Gebze,Alfa Romeo,,Mavi,Hatchback/5,,,,1.6 TS Distinctive,,,,,LPG & Benzin,,Sahibinden,27196485,Kocaeli,,120 hp,,,,314.000 TL
,230.000 km,2005,,İkinci El,29 Kasım 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,147,"1 değişen, 12 boyalı",1598 cc,Takasa Uygun,Düz,Köşklü Çeşme Mh. Gebze,Alfa Romeo,,Gri (metalik),Hatchback/5,,,,1.6 TS Distinctive,,,,,LPG & Benzin,,Sahibinden,27193551,Kocaeli,,105 hp,,,,250.000 TL
,160.000 km,2014,,İkinci El,29 Kasım 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,Giulietta,"1 değişen, 2 boyalı",1598 cc,Unspecified,Düz,Hürriyet Mh. Onikişubat,Alfa Romeo,,Beyaz,Hatchback/5,,,,1.6 JTD Distinctive,,,,,Dizel,,Sahibinden,27191084,Kahramanmaraş,,105 hp,,,,715.000 TL
,320.000 km,1997,,İkinci El,28 Kasım 2024,,51 lt,,,,,,,Önden Çekiş,,,Unspecified,,145,"1 değişen, 11 boyalı",1370 cc,Takasa Uygun,Düz,Kefevi Mh. Merkez,Alfa Romeo,,Kırmızı,Hatchback/3,,,,1.4 TS STD,,,,,Benzin,,Sahibinden,27192683,Sinop,,103 hp,,,,190.000 TL
,230.000 km,2006,,İkinci El,28 Kasım 2024,,63 lt,,,,,,,Önden Çekiş,,,Unspecified,,156,6 boyalı,1598 cc,Takasa Uygun Değil,Düz,Atakent Mh. Karaköprü,Alfa Romeo,,Şampanya,Sedan,,,,1.6 TS Distinctive,,,,,LPG & Benzin,,Sahibinden,26024156,Şanlıurfa,,120 hp,,,,370.000 TL
,300.000 km,2004,,İkinci El,28 Kasım 2024,,63 lt,,,,,,,Önden Çekiş,,,Unspecified,,156,Belirtilmemiş,1970 cc,Takasa Uygun,Düz,Bahçelievler Mh. Marmaraereğlisi,Alfa Romeo,,Siyah,Sedan,,,,2.0 JTS Distinctive,,,,,LPG & Benzin,,Sahibinden,27184701,Tekirdağ,,165 hp,,,,350.000 TL
,220.000 km,2013,,İkinci El,27 Kasım 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,Giulietta,"1 değişen, 2 boyalı",1368 cc,Unspecified,Düz,Çiftlikköy Mh. Yenişehir,Alfa Romeo,,Kırmızı,Hatchback/5,,,,1.4 TB Progression Plus,,,,,LPG & Benzin,,Sahibinden,26560815,Mersin,,120 hp,,,,580.000 TL
,295.000 km,2005,,İkinci El,27 Kasım 2024,,63 lt,,,,,,,Önden Çekiş,,,Unspecified,,156,Tamamı orjinal,1598 cc,Takasa Uygun Değil,Düz,Göztepe Mh. Bağcılar,Alfa Romeo,,Gri,Sedan,,,,1.6 TS Distinctive,,,,,Benzin,,Galeriden,26417013,İstanbul,,120 hp,,,,309.000 TL
,236.000 km,2005,,İkinci El,26 Kasım 2024,,63 lt,,,,,,,Önden Çekiş,,,Unspecified,,156,Tamamı boyalı,1598 cc,-,Düz,Yedi Eylül Mh. Torbalı,Alfa Romeo,,Gri (metalik),Sedan,,,,1.6 TS Distinctive,,,,,LPG & Benzin,,Sahibinden,27167546,İzmir,,120 hp,,,,475.000 TL
,137.000 km,2005,,İkinci El,26 Kasım 2024,,63 lt,,,,,,,Önden Çekiş,,,Unspecified,,156,Belirtilmemiş,1598 cc,Takasa Uygun Değil,Düz,Prof. Dr. Ahmet Taner Kışlalı Mh. Çankaya,Alfa Romeo,,Kırmızı,Sedan,,,,1.6 TS Distinctive,,,,,Benzin,,Sahibinden,27165312,Ankara,,120 hp,,,,520.000 TL
,169.700 km,2005,,İkinci El,25 Kasım 2024,,63 lt,,,,,,,Önden Çekiş,,,Unspecified,,156,10 boyalı,1598 cc,Unspecified,Düz,Varlık Mh. Muratpaşa,Alfa Romeo,,Gri (Gümüş),Sedan,,,,1.6 TS Distinctive,,,,,LPG & Benzin,,Sahibinden,27152185,Antalya,,120 hp,,,,375.000 TL
,245.000 km,2004,,İkinci El,25 Kasım 2024,,60 lt,,,,,,,Önden Çekiş,,,Unspecified,,147,Belirtilmemiş,1598 cc,Unspecified,Düz,Yeni Mh. Karayazı,Alfa Romeo,,Mavi (metalik),Hatchback/3,,,,1.6 TS Distinctive,,,,,LPG & Benzin,,Sahibinden,27151302,Erzurum,,120 hp,,,,267.500 TL
